Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,Medium,0.56,0.242,0.06,0.34,0.0,1.21
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Static,High,0.606,0.242,0.068,0.376,0.0,1.27
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,Low,0.59,0.204,0.058,0.366,0.0,1.16
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,Medium,0.628,0.204,0.06,0.382,0.0,1.21
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Defense_Aware,High,0.67,0.204,0.068,0.416,0.0,1.27
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,Low,0.658,0.168,0.058,0.402,0.0,1.16
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,Medium,0.708,0.168,0.06,0.432,0.0,1.21
P2,A8_Priv_Escalation,Logic,D5_Consensus_Protocol,Adaptive,High,0.774,0.168,0.068,0.462,0.0,1.27
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,Low,0.564,0.282,0.04,0.346,0.0,1.05
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,Medium,0.616,0.282,0.042,0.374,0.0,1.1
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Static,High,0.652,0.282,0.044,0.404,0.0,1.16
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,Low,0.638,0.232,0.04,0.392,0.0,1.05
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,Medium,0.664,0.232,0.042,0.416,0.0,1.1
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Defense_Aware,High,0.732,0.232,0.044,0.448,0.0,1.16
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,Low,0.708,0.198,0.04,0.436,0.0,1.05
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,Medium,0.766,0.198,0.042,0.464,0.0,1.1
P2,A8_Priv_Escalation,Logic,D6_Behavioral_Monitor,Adaptive,High,0.832,0.198,0.044,0.488,0.0,1.16
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,Low,0.354,0.31,0.084,0.208,0.0,1.26
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,Medium,0.408,0.31,0.084,0.238,0.0,1.31
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Static,High,0.466,0.31,0.09,0.26,0.0,1.37
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.438,0.282,0.084,0.258,0.0,1.26
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.484,0.282,0.084,0.272,0.0,1.31
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.528,0.282,0.09,0.312,0.0,1.37
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,Low,0.51,0.238,0.084,0.302,0.0,1.26
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.558,0.238,0.084,0.336,0.0,1.31
P2,A8_Priv_Escalation,Logic,Bundle_D1_D3_D4_D6,Adaptive,High,0.6,0.238,0.09,0.364,0.0,1.37
P2,A8_Priv_Escalation,Logic,Bundle_All,Static,Low,0.274,0.346,0.118,0.164,0.0,1.43
P2,A8_Priv_Escalation,Logic,Bundle_All,Static,Medium,0.324,0.346,0.124,0.188,0.0,1.48
P2,A8_Priv_Escalation,Logic,Bundle_All,Static,High,0.384,0.346,0.134,0.222,0.0,1.54
P2,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,Low,0.358,0.31,0.118,0.222,0.0,1.43
P2,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,Medium,0.408,0.31,0.124,0.24,0.0,1.48
P2,A8_Priv_Escalation,Logic,Bundle_All,Defense_Aware,High,0.46,0.31,0.134,0.262,0.0,1.54
P2,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,Low,0.458,0.282,0.118,0.258,0.0,1.43
P2,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,Medium,0.478,0.282,0.124,0.276,0.0,1.48
P2,A8_Priv_Escalation,Logic,Bundle_All,Adaptive,High,0.54,0.282,0.134,0.312,0.0,1.54
P2,A9_Goal_Hijacking,Logic,No Defense,Static,Low,0.688,0.0,0.0,0.42,0.0,1.0
P2,A9_Goal_Hijacking,Logic,No Defense,Static,Medium,0.744,0.0,0.0,0.448,0.0,1.05
P2,A9_Goal_Hijacking,Logic,No Defense,Static,High,0.814,0.0,0.0,0.488,0.0,1.11
P2,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,Low,0.772,0.0,0.0,0.472,0.0,1.0
P2,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,Medium,0.842,0.0,0.0,0.494,0.0,1.05
P2,A9_Goal_Hijacking,Logic,No Defense,Defense_Aware,High,0.898,0.0,0.0,0.518,0.0,1.11
P2,A9_Goal_Hijacking,Logic,No Defense,Adaptive,Low,0.868,0.0,0.0,0.512,0.0,1.0
P2,A9_Goal_Hijacking,Logic,No Defense,Adaptive,Medium,0.916,0.0,0.0,0.526,0.0,1.05
P2,A9_Goal_Hijacking,Logic,No Defense,Adaptive,High,0.98,0.0,0.0,0.552,0.0,1.11
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,Low,0.562,0.176,0.05,0.334,0.0,1.08
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,Medium,0.596,0.176,0.05,0.362,0.0,1.13
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Static,High,0.648,0.176,0.052,0.392,0.0,1.19
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Defense_Aware,Low,0.628,0.136,0.05,0.39,0.0,1.08
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Defense_Aware,Medium,0.664,0.136,0.05,0.412,0.0,1.13
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Defense_Aware,High,0.718,0.136,0.052,0.44,0.0,1.19
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Adaptive,Low,0.694,0.088,0.05,0.424,0.0,1.08
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Adaptive,Medium,0.746,0.088,0.05,0.458,0.0,1.13
P2,A9_Goal_Hijacking,Logic,D1_Input_Sanitization,Adaptive,High,0.828,0.088,0.052,0.49,0.0,1.19
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Static,Low,0.526,0.198,0.014,0.296,0.0,1.06
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Static,Medium,0.55,0.198,0.014,0.32,0.0,1.11
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Static,High,0.59,0.198,0.014,0.362,0.0,1.17
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Defense_Aware,Low,0.578,0.154,0.014,0.352,0.0,1.06
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Defense_Aware,Medium,0.616,0.154,0.014,0.382,0.0,1.11
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Defense_Aware,High,0.66,0.154,0.014,0.406,0.0,1.17
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Adaptive,Low,0.644,0.104,0.014,0.396,0.0,1.06
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Adaptive,Medium,0.688,0.104,0.014,0.414,0.0,1.11
P2,A9_Goal_Hijacking,Logic,D2_Tool_Attestation,Adaptive,High,0.748,0.104,0.014,0.45,0.0,1.17
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Static,Low,0.554,0.188,0.026,0.314,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Static,Medium,0.578,0.188,0.026,0.348,0.0,1.15
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Static,High,0.62,0.188,0.03,0.374,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Defense_Aware,Low,0.598,0.144,0.026,0.37,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Defense_Aware,Medium,0.638,0.144,0.026,0.396,0.0,1.15
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Defense_Aware,High,0.678,0.144,0.03,0.424,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Adaptive,Low,0.67,0.096,0.026,0.414,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Adaptive,Medium,0.718,0.096,0.026,0.436,0.0,1.15
P2,A9_Goal_Hijacking,Logic,D3_Response_Verification,Adaptive,High,0.788,0.096,0.03,0.476,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Static,Low,0.558,0.16,0.016,0.33,0.0,1.07
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Static,Medium,0.588,0.16,0.016,0.366,0.0,1.12
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Static,High,0.634,0.16,0.018,0.392,0.0,1.18
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Defense_Aware,Low,0.616,0.118,0.016,0.376,0.0,1.07
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Defense_Aware,Medium,0.66,0.118,0.016,0.406,0.0,1.12
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Defense_Aware,High,0.71,0.118,0.018,0.43,0.0,1.18
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Adaptive,Low,0.684,0.072,0.016,0.416,0.0,1.07
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Adaptive,Medium,0.734,0.072,0.016,0.452,0.0,1.12
P2,A9_Goal_Hijacking,Logic,D4_Agent_Isolation,Adaptive,High,0.808,0.072,0.018,0.484,0.0,1.18
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Static,Low,0.534,0.204,0.058,0.3,0.0,1.16
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Static,Medium,0.556,0.204,0.06,0.328,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Static,High,0.606,0.204,0.068,0.368,0.0,1.27
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Defense_Aware,Low,0.586,0.166,0.058,0.366,0.0,1.16
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Defense_Aware,Medium,0.626,0.166,0.06,0.382,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Defense_Aware,High,0.666,0.166,0.068,0.406,0.0,1.27
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Adaptive,Low,0.66,0.12,0.058,0.406,0.0,1.16
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Adaptive,Medium,0.694,0.12,0.06,0.426,0.0,1.21
P2,A9_Goal_Hijacking,Logic,D5_Consensus_Protocol,Adaptive,High,0.766,0.12,0.068,0.458,0.0,1.27
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Static,Low,0.55,0.244,0.04,0.338,0.0,1.05
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Static,Medium,0.59,0.244,0.042,0.37,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Static,High,0.642,0.244,0.044,0.4,0.0,1.16
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Defense_Aware,Low,0.624,0.206,0.04,0.384,0.0,1.05
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Defense_Aware,Medium,0.656,0.206,0.042,0.408,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Defense_Aware,High,0.714,0.206,0.044,0.442,0.0,1.16
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Adaptive,Low,0.68,0.172,0.04,0.428,0.0,1.05
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Adaptive,Medium,0.742,0.172,0.042,0.454,0.0,1.1
P2,A9_Goal_Hijacking,Logic,D6_Behavioral_Monitor,Adaptive,High,0.818,0.172,0.044,0.48,0.0,1.16
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Static,Low,0.352,0.262,0.084,0.202,0.0,1.26
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Static,Medium,0.406,0.262,0.084,0.238,0.0,1.31
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Static,High,0.468,0.262,0.09,0.262,0.0,1.37
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.446,0.222,0.084,0.264,0.0,1.26
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.498,0.222,0.084,0.282,0.0,1.31
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.532,0.222,0.09,0.314,0.0,1.37
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Adaptive,Low,0.52,0.19,0.084,0.304,0.0,1.26
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.56,0.19,0.084,0.338,0.0,1.31
P2,A9_Goal_Hijacking,Logic,Bundle_D1_D3_D4_D6,Adaptive,High,0.606,0.19,0.09,0.364,0.0,1.37
P2,A9_Goal_Hijacking,Logic,Bundle_All,Static,Low,0.274,0.29,0.118,0.166,0.0,1.43
P2,A9_Goal_Hijacking,Logic,Bundle_All,Static,Medium,0.316,0.29,0.124,0.194,0.0,1.48
P2,A9_Goal_Hijacking,Logic,Bundle_All,Static,High,0.372,0.29,0.134,0.23,0.0,1.54
P2,A9_Goal_Hijacking,Logic,Bundle_All,Defense_Aware,Low,0.36,0.252,0.118,0.216,0.0,1.43
P2,A9_Goal_Hijacking,Logic,Bundle_All,Defense_Aware,Medium,0.42,0.252,0.124,0.244,0.0,1.48
P2,A9_Goal_Hijacking,Logic,Bundle_All,Defense_Aware,High,0.476,0.252,0.134,0.27,0.0,1.54
P2,A9_Goal_Hijacking,Logic,Bundle_All,Adaptive,Low,0.468,0.214,0.118,0.268,0.0,1.43
P2,A9_Goal_Hijacking,Logic,Bundle_All,Adaptive,Medium,0.494,0.214,0.124,0.292,0.0,1.48
P2,A9_Goal_Hijacking,Logic,Bundle_All,Adaptive,High,0.536,0.214,0.134,0.328,0.0,1.54
P3,A1_SIEM_Injection,Data,No Defense,Static,Low,0.75,0.0,0.0,0.0,0.574,1.0
P3,A1_SIEM_Injection,Data,No Defense,Static,Medium,0.814,0.0,0.0,0.0,0.612,1.05
P3,A1_SIEM_Injection,Data,No Defense,Static,High,0.874,0.0,0.0,0.0,0.656,1.11
P3,A1_SIEM_Injection,Data,No Defense,Defense_Aware,Low,0.844,0.0,0.0,0.0,0.646,1.0
P3,A1_SIEM_Injection,Data,No Defense,Defense_Aware,Medium,0.894,0.0,0.0,0.0,0.664,1.05
P3,A1_SIEM_Injection,Data,No Defense,Defense_Aware,High,0.97,0.0,0.0,0.0,0.716,1.11
P3,A1_SIEM_Injection,Data,No Defense,Adaptive,Low,0.93,0.0,0.0,0.0,0.694,1.0
P3,A1_SIEM_Injection,Data,No Defense,Adaptive,Medium,0.98,0.0,0.0,0.0,0.724,1.05
P3,A1_SIEM_Injection,Data,No Defense,Adaptive,High,0.988,0.0,0.0,0.0,0.736,1.11
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Static,Low,0.592,0.206,0.05,0.0,0.462,1.08
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Static,Medium,0.638,0.206,0.05,0.0,0.488,1.13
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Static,High,0.67,0.206,0.052,0.0,0.528,1.19
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,Low,0.662,0.176,0.05,0.0,0.508,1.08
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,Medium,0.704,0.176,0.05,0.0,0.544,1.13
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Defense_Aware,High,0.776,0.176,0.052,0.0,0.596,1.19
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,Low,0.746,0.132,0.05,0.0,0.576,1.08
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,Medium,0.814,0.132,0.05,0.0,0.618,1.13
P3,A1_SIEM_Injection,Data,D1_Input_Sanitization,Adaptive,High,0.882,0.132,0.052,0.0,0.652,1.19
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,Low,0.556,0.184,0.014,0.0,0.416,1.06
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,Medium,0.59,0.184,0.014,0.0,0.448,1.11
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Static,High,0.636,0.184,0.014,0.0,0.488,1.17
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,Low,0.624,0.138,0.014,0.0,0.482,1.06
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,Medium,0.656,0.138,0.014,0.0,0.512,1.11
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Defense_Aware,High,0.712,0.138,0.014,0.0,0.544,1.17
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,Low,0.692,0.092,0.014,0.0,0.542,1.06
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,Medium,0.746,0.092,0.014,0.0,0.57,1.11
P3,A1_SIEM_Injection,Data,D2_Tool_Attestation,Adaptive,High,0.82,0.092,0.014,0.0,0.632,1.17
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Static,Low,0.582,0.172,0.026,0.0,0.44,1.1
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Static,Medium,0.62,0.172,0.026,0.0,0.476,1.15
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Static,High,0.66,0.172,0.03,0.0,0.506,1.21
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,Low,0.65,0.126,0.026,0.0,0.502,1.1
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,Medium,0.684,0.126,0.026,0.0,0.532,1.15
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Defense_Aware,High,0.744,0.126,0.03,0.0,0.574,1.21
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,Low,0.73,0.08,0.026,0.0,0.56,1.1
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,Medium,0.788,0.08,0.026,0.0,0.598,1.15
P3,A1_SIEM_Injection,Data,D3_Response_Verification,Adaptive,High,0.856,0.08,0.03,0.0,0.64,1.21
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,Low,0.598,0.146,0.016,0.0,0.458,1.07
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,Medium,0.634,0.146,0.016,0.0,0.49,1.12
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Static,High,0.676,0.146,0.018,0.0,0.524,1.18
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,Low,0.668,0.098,0.016,0.0,0.51,1.07
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,Medium,0.706,0.098,0.016,0.0,0.548,1.12
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Defense_Aware,High,0.778,0.098,0.018,0.0,0.596,1.18
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,Low,0.74,0.054,0.016,0.0,0.578,1.07
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,Medium,0.808,0.054,0.016,0.0,0.614,1.12
P3,A1_SIEM_Injection,Data,D4_Agent_Isolation,Adaptive,High,0.87,0.054,0.018,0.0,0.654,1.18
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,Low,0.57,0.19,0.058,0.0,0.426,1.16
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,Medium,0.604,0.19,0.06,0.0,0.46,1.21
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Static,High,0.642,0.19,0.068,0.0,0.494,1.27
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,Low,0.632,0.146,0.058,0.0,0.488,1.16
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,Medium,0.668,0.146,0.06,0.0,0.52,1.21
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Defense_Aware,High,0.726,0.146,0.068,0.0,0.558,1.27
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,Low,0.712,0.098,0.058,0.0,0.544,1.16
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,Medium,0.772,0.098,0.06,0.0,0.584,1.21
P3,A1_SIEM_Injection,Data,D5_Consensus_Protocol,Adaptive,High,0.83,0.098,0.068,0.0,0.636,1.27
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,Low,0.614,0.152,0.04,0.0,0.474,1.05
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,Medium,0.654,0.152,0.042,0.0,0.498,1.1
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Static,High,0.698,0.152,0.044,0.0,0.548,1.16
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,Low,0.682,0.102,0.04,0.0,0.534,1.05
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,Medium,0.734,0.102,0.042,0.0,0.566,1.1
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Defense_Aware,High,0.806,0.102,0.044,0.0,0.61,1.16
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,Low,0.778,0.058,0.04,0.0,0.594,1.05
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,Medium,0.834,0.058,0.042,0.0,0.642,1.1
P3,A1_SIEM_Injection,Data,D6_Behavioral_Monitor,Adaptive,High,0.904,0.058,0.044,0.0,0.67,1.16
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,Low,0.398,0.29,0.084,0.0,0.296,1.26
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.452,0.29,0.084,0.0,0.318,1.31
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Static,High,0.49,0.29,0.09,0.0,0.366,1.37
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.488,0.248,0.084,0.0,0.35,1.26
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.516,0.248,0.084,0.0,0.386,1.31
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.574,0.248,0.09,0.0,0.432,1.37
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.554,0.21,0.084,0.0,0.418,1.26
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.596,0.21,0.084,0.0,0.454,1.31
P3,A1_SIEM_Injection,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.644,0.21,0.09,0.0,0.492,1.37
P3,A1_SIEM_Injection,Data,Bundle_All,Static,Low,0.32,0.31,0.118,0.0,0.24,1.43
P3,A1_SIEM_Injection,Data,Bundle_All,Static,Medium,0.368,0.31,0.124,0.0,0.276,1.48
P3,A1_SIEM_Injection,Data,Bundle_All,Static,High,0.44,0.31,0.134,0.0,0.308,1.54
P3,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,Low,0.408,0.282,0.118,0.0,0.296,1.43
P3,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,Medium,0.462,0.282,0.124,0.0,0.322,1.48
P3,A1_SIEM_Injection,Data,Bundle_All,Defense_Aware,High,0.496,0.282,0.134,0.0,0.364,1.54
P3,A1_SIEM_Injection,Data,Bundle_All,Adaptive,Low,0.482,0.242,0.118,0.0,0.36,1.43
P3,A1_SIEM_Injection,Data,Bundle_All,Adaptive,Medium,0.524,0.242,0.124,0.0,0.396,1.48
P3,A1_SIEM_Injection,Data,Bundle_All,Adaptive,High,0.572,0.242,0.134,0.0,0.434,1.54
P3,A2_Alert_Crafting,Data,No Defense,Static,Low,0.702,0.0,0.0,0.0,0.546,1.0
P3,A2_Alert_Crafting,Data,No Defense,Static,Medium,0.756,0.0,0.0,0.0,0.582,1.05
P3,A2_Alert_Crafting,Data,No Defense,Static,High,0.834,0.0,0.0,0.0,0.63,1.11
P3,A2_Alert_Crafting,Data,No Defense,Defense_Aware,Low,0.8,0.0,0.0,0.0,0.61,1.0
P3,A2_Alert_Crafting,Data,No Defense,Defense_Aware,Medium,0.852,0.0,0.0,0.0,0.652,1.05
P3,A2_Alert_Crafting,Data,No Defense,Defense_Aware,High,0.912,0.0,0.0,0.0,0.686,1.11
P3,A2_Alert_Crafting,Data,No Defense,Adaptive,Low,0.882,0.0,0.0,0.0,0.66,1.0
P3,A2_Alert_Crafting,Data,No Defense,Adaptive,Medium,0.942,0.0,0.0,0.0,0.704,1.05
P3,A2_Alert_Crafting,Data,No Defense,Adaptive,High,0.986,0.0,0.0,0.0,0.726,1.11
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,Low,0.558,0.244,0.05,0.0,0.434,1.08
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,Medium,0.596,0.244,0.05,0.0,0.464,1.13
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Static,High,0.646,0.244,0.052,0.0,0.496,1.19
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,Low,0.624,0.206,0.05,0.0,0.48,1.08
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,Medium,0.662,0.206,0.05,0.0,0.518,1.13
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Defense_Aware,High,0.722,0.206,0.052,0.0,0.564,1.19
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,Low,0.694,0.172,0.05,0.0,0.542,1.08
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,Medium,0.762,0.172,0.05,0.0,0.58,1.13
P3,A2_Alert_Crafting,Data,D1_Input_Sanitization,Adaptive,High,0.824,0.172,0.052,0.0,0.632,1.19
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,Low,0.528,0.214,0.014,0.0,0.388,1.06
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,Medium,0.552,0.214,0.014,0.0,0.42,1.11
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Static,High,0.6,0.214,0.014,0.0,0.458,1.17
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,Low,0.59,0.188,0.014,0.0,0.438,1.06
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,Medium,0.624,0.188,0.014,0.0,0.474,1.11
P3,A2_Alert_Crafting,Data,D2_Tool_Attestation,Defense_Aware,High,0.66,0.188,0.014,0.0,0.512,1.17
